word,lemma,porter_stem
merritt,merritt,merritt
commuted,commute,commut
redhead,redhead,redhead
clerks,clerk,clerk
leasing,lease,leas
cesare,cesare,cesar
dea,dea,dea
hazy,hazy,hazi
fledged,fledged,fledg
greenfield,greenfield,greenfield
servicemen,servicemen,servicemen
armando,armando,armando
blackout,blackout,blackout
dt,dt,dt
sagged,sag,sag
downloadable,downloadable,download
intra,intra,intra
potion,potion,potion
pods,pod,pod
xp,xp,xp
attendants,attendants,attend
gambia,gambia,gambia
stale,stale,stale
plump,plump,plump
asteroids,asteroid,asteroid
rediscovered,rediscover,rediscov
buds,bud,bud
flea,flea,flea
hive,hive,hive
classifications,classification,classif
debuts,debut,debut
olympus,olympus,olympu
scala,scala,scala
hummed,hum,hum
sigismund,sigismund,sigismund
visuals,visual,visual
wiggled,wiggle,wiggl
await,await,await
pilasters,pilaster,pilast
clench,clench,clench
sulfate,sulfate,sulfat
bellevue,bellevue,bellevu
enigma,enigma,enigma
trainee,trainee,traine
snort,snort,snort
clouded,cloud,cloud
denim,denim,denim
churning,churn,churn
hartman,hartman,hartman
lodges,lodge,lodg
riches,riche,rich
sima,sima,sima
accountable,accountable,account
socrates,socrate,socrat
regulates,regulate,regul
mueller,mueller,mueller
avoids,avoids,avoid
solids,solids,solid
himalayas,himalayas,himalaya
nutrient,nutrient,nutrient
pup,pup,pup
squat,squat,squat
fades,fade,fade
nec,nec,nec
privateer,privateer,privat
tequila,tequila,tequila
apt,apt,apt
hornet,hornet,hornet
immortals,immortal,immort
asturias,asturia,asturia
cleansing,cleansing,cleans
dario,dario,dario
etymology,etymology,etymolog
servicing,service,servic
zhejiang,zhejiang,zhejiang
horned,horn,horn
erasmus,erasmus,erasmu
rayon,rayon,rayon
relocating,relocate,reloc
escalated,escalate,escal
promenade,promenade,promenad
stubble,stubble,stubbl
artisans,artisan,artisan
axial,axial,axial
liquids,liquid,liquid
mora,mora,mora
sho,sho,sho
yoo,yoo,yoo
bundles,bundle,bundl
oldies,oldie,oldi
notification,notification,notif
bastion,bastion,bastion
sparkle,sparkle,sparkl
leash,leash,leash
pathogen,pathogen,pathogen
highs,high,high
immature,immature,immatur
gonzaga,gonzaga,gonzaga
ignatius,ignatius,ignatiu
mansions,mansion,mansion
monterrey,monterrey,monterrey
sweets,sweets,sweet
bryson,bryson,bryson
polled,poll,poll
regatta,regatta,regatta
brightest,bright,brightest
pei,pei,pei
rosy,rosy,rosi
squid,squid,squid
hatfield,hatfield,hatfield
payroll,payroll,payrol
addict,addict,addict
meath,meath,meath
cornerback,cornerback,cornerback
heaviest,heavy,heaviest
lodging,lodge,lodg
capcom,capcom,capcom
rippled,ripple,rippl
barnet,barnet,barnet
mayhem,mayhem,mayhem
ymca,ymca,ymca
snuggled,snuggle,snuggl
rousseau,rousseau,rousseau
blanchard,blanchard,blanchard
fragmented,fragment,fragment
leighton,leighton,leighton
chromosomes,chromosome,chromosom
risking,risk,risk
corinne,corinne,corinn
coyotes,coyote,coyot
cynical,cynical,cynic
hiroshi,hiroshi,hiroshi
yeomanry,yeomanry,yeomanri
ebook,ebook,ebook
grading,grade,grade
mandela,mandela,mandela
plume,plume,plume
agustin,agustin,agustin
magdalene,magdalene,magdalen
bea,bea,bea
femme,femme,femm
trafford,trafford,trafford
fourier,fouri,fourier
upton,upton,upton
camilla,camilla,camilla
gust,gust,gust
iihf,iihf,iihf
islamabad,islamabad,islamabad
longevity,longevity,longev
feldman,feldman,feldman
netting,net,net
endeavour,endeavour,endeavour
foraging,forage,forag
mfa,mfa,mfa
orr,orr,orr
greyish,greyish,greyish
contradiction,contradiction,contradict
graz,graz,graz
handicapped,handicap,handicap
marlene,marlene,marlen
tweed,tweed,tweed
oaxaca,oaxaca,oaxaca
spp,spp,spp
campos,campos,campo
miocene,miocene,miocen
pri,pri,pri
configured,configure,configur
cooks,cook,cook
pluto,pluto,pluto
cozy,cozy,cozi
pornographic,pornographic,pornograph
fairness,fairness,fair
glided,glide,glide
jonny,jonny,jonni
lynne,lynne,lynn
rounding,round,round
sired,sire,sire
remade,remade,remad
uncover,uncover,uncov
complied,comply,compli
lei,lei,lei
newsweek,newsweek,newsweek
finer,finer,finer
guerrillas,guerrilla,guerrilla
athenian,athenian,athenian
deng,deng,deng
disused,disuse,disus
stepmother,stepmother,stepmoth
accuse,accuse,accus
gingerly,gingerly,gingerli
seduction,seduction,seduct
confronting,confront,confront
gora,gora,gora
nostalgia,nostalgia,nostalgia
sabres,sabre,sabr
virginity,virginity,virgin
wrenched,wrench,wrench
syndication,syndication,syndic
wielding,wield,wield
eyre,eyre,eyr
behaved,behave,behav
taxpayer,taxpayer,taxpay
sweeps,sweep,sweep
childless,childless,childless
gallant,gallant,gallant
amplified,amplify,amplifi
geraldine,geraldine,geraldin
scrape,scrape,scrape
babylonian,babylonian,babylonian
fresco,fresco,fresco
restricting,restrict,restrict
tack,tack,tack
fukuoka,fukuoka,fukuoka
osborn,osborn,osborn
selector,selector,selector
partnering,partnering,partner
gnu,gnu,gnu
kia,kia,kia
tak,tak,tak
whitley,whitley,whitley
gables,gables,gabl
mri,mri,mri
softness,softness,soft
immersion,immersion,immers
chilling,chill,chill
insignificant,insignificant,insignific
pcs,pcs,pc
elites,elite,elit
lina,lina,lina
purported,purport,purport
supplemental,supplemental,supplement
teaming,team,team
proficient,proficient,profici
rouen,rouen,rouen
niccolo,niccolo,niccolo
selects,select,select
fluffy,fluffy,fluffi
gruff,gruff,gruff
knotted,knot,knot
mukherjee,mukherjee,mukherje
polgara,polgara,polgara
thrash,thrash,thrash
nicholls,nicholl,nichol
secluded,seclude,seclud
smoothing,smooth,smooth
thru,thru,thru
corsica,corsica,corsica
loaf,loaf,loaf
whitaker,whitaker,whitak
inquiries,inquiry,inquiri
indochina,indochina,indochina
marlins,marlin,marlin
myles,myle,myle
peking,peke,peke
extracts,extract,extract
pastry,pastry,pastri
superhuman,superhuman,superhuman
connacht,connacht,connacht
vogel,vogel,vogel
gloss,gloss,gloss
quarries,quarry,quarri
refit,refit,refit
teaser,teaser,teaser
materialized,materialize,materi
sling,sle,sling
camped,camped,camp
pickering,pickere,picker
tung,tung,tung
tracker,tracker,tracker
pursuant,pursuant,pursuant
cranes,crane,crane
soc,soc,soc
anhalt,anhalt,anhalt
overboard,overboard,overboard
workout,workout,workout
chores,chore,chore
fares,fare,fare
orphaned,orphan,orphan
stains,stain,stain
fenton,fenton,fenton
surpassing,surpass,surpass
joyah,joyah,joyah
triggers,trigger,trigger
grandmaster,grandmaster,grandmast
clapping,clap,clap
fraudulent,fraudulent,fraudul
ledger,ledger,ledger
nagasaki,nagasaki,nagasaki
eucalyptus,eucalyptus,eucalyptu
tun,tun,tun
dax,dax,dax
heroism,heroism,heroism
ina,ina,ina
wrexham,wrexham,wrexham
onboard,onboard,onboard
unsigned,unsigned,unsign
moshe,moshe,mosh
galley,galley,galley
winnie,winnie,winni
droplets,droplets,droplet
exiles,exile,exil
praises,praise,prais
watered,water,water
noodles,noodle,noodl
fein,fein,fein
adi,adi,adi
leland,leland,leland
multicultural,multicultural,multicultur
stink,stink,stink
bingo,bingo,bingo
comets,comet,comet
erskine,erskine,erskin
modernized,modernize,modern
canned,can,can
constraint,constraint,constraint
domestically,domestically,domest
chemotherapy,chemotherapy,chemotherapi
featherweight,featherweight,featherweight
stifled,stifle,stifl
darkly,darkly,darkli
irresistible,irresistible,irresist
refreshing,refreshing,refresh
hasty,hasty,hasti
isolate,isolate,isol
kitchener,kitchener,kitchen
planners,planner,planner
cages,cage,cage
yarn,yarn,yarn
implant,implant,implant
toulon,toulon,toulon
elects,elect,elect
childbirth,childbirth,childbirth
yue,yue,yue
cn,cn,cn
rightful,rightful,right
sportsman,sportsman,sportsman
junctions,junction,junction
remodeled,remodel,remodel
specifies,specifie,specifi
complimented,compliment,compliment
lister,lister,lister
ot,ot,ot
bequeathed,bequeath,bequeath
cheekbones,cheekbone,cheekbon
fontana,fontana,fontana
gabby,gabby,gabbi
amadeus,amadeus,amadeu
corrugated,corrugate,corrug
maverick,maverick,maverick
resented,resent,resent
triangles,triangle,triangl
nazareth,nazareth,nazareth
tyrol,tyrol,tyrol
assent,assent,assent
poorer,poor,poorer
sectional,sectional,section
aegean,aegean,aegean
nylon,nylon,nylon
ghanaian,ghanaian,ghanaian
cushions,cushion,cushion
forbid,forbid,forbid
fusiliers,fusilier,fusili
obstruction,obstruction,obstruct
somerville,somerville,somervil
dime,dime,dime
earrings,earring,ear
elliptical,elliptical,ellipt
leyte,leyte,leyt
oder,oder,oder
polymers,polymer,polym
timmy,timmy,timmi
atm,atm,atm
midtown,midtown,midtown
piloted,pilot,pilot
settles,settle,settl
continual,continual,continu
externally,externally,extern
mayfield,mayfield,mayfield
enrichment,enrichment,enrich
henson,henson,henson
keane,keane,kean
persians,persian,persian
benji,benji,benji
braden,braden,braden
pep,pep,pep
contenders,contender,contend
pepsi,pepsi,pepsi
valet,valet,valet
goofy,goofy,goofi
stroll,stroll,stroll
authoritarian,authoritarian,authoritarian
occurrences,occurrence,occurr
adversary,adversary,adversari
ahmedabad,ahmedabad,ahmedabad
tangent,tangent,tangent
toppled,topple,toppl
dorchester,dorchester,dorchest
modernism,modernism,modern
marxism,marxism,marxism
islamist,islamist,islamist
charlemagne,charlemagne,charlemagn
exponential,exponential,exponenti
racks,racks,rack
unicode,unicode,unicod
brunette,brunette,brunett
mbc,mbc,mbc
pic,pic,pic
skirmish,skirmish,skirmish
hoisted,hoist,hoist
messina,messina,messina
shatter,shatter,shatter
jedi,jedi,jedi
vantage,vantage,vantag
clemens,clemens,clemen
mahmoud,mahmoud,mahmoud
corrupted,corrupt,corrupt
authentication,authentication,authent
lowry,lowry,lowri
nils,nil,nil
omnibus,omnibus,omnibu
wounding,wound,wound
jillian,jillian,jillian
serialized,serialize,serial
narcotics,narcotic,narcot
handheld,handheld,handheld
intersecting,intersect,intersect
stimulating,stimulate,stimul
crate,crate,crate
fellowships,fellowship,fellowship
hemingway,hemingway,hemingway
casinos,casinos,casino
climatic,climatic,climat
fordham,fordham,fordham
copeland,copeland,copeland
drip,drip,drip
beatty,beatty,beatti
leaflets,leaflet,leaflet
robber,robber,robber
brothel,brothel,brothel
madeira,madeira,madeira
sphinx,sphinx,sphinx
ultrasound,ultrasound,ultrasound
valor,valor,valor
forbade,forbid,forbad
leonid,leonid,leonid
villas,villa,villa
duane,duane,duan
marquez,marquez,marquez
disadvantaged,disadvantaged,disadvantag
forearms,forearm,forearm
kawasaki,kawasaki,kawasaki
reacts,react,react
consular,consular,consular
lax,lax,lax
uncles,uncle,uncl
uphold,uphold,uphold
concepcion,concepcion,concepcion
dorsey,dorsey,dorsey
lass,lass,lass
arching,arch,arch
passageway,passageway,passageway
researches,research,research
tia,tia,tia
internationals,international,intern
distinguishes,distinguish,distinguish
javanese,javanese,javanes
divert,divert,divert
plotted,plot,plot
affirmative,affirmative,affirm
signifies,signifie,signifi
validation,validation,valid
kari,kari,kari
felicity,felicity,felic
georgina,georgina,georgina
zulu,zulu,zulu
overcoming,overcome,overcom
argyll,argyll,argyl
chiba,chiba,chiba
ratification,ratification,ratif
windy,windy,windi
earls,earls,earl
parapet,parapet,parapet
hunan,hunan,hunan
pristine,pristine,pristin
astrid,astrid,astrid
punta,punta,punta
brodie,brodie,brodi
malaga,malaga,malaga
minerva,minerva,minerva
rouse,rouse,rous
bellowed,bellow,bellow
pagoda,pagoda,pagoda
portals,portal,portal
reclamation,reclamation,reclam
parentheses,parenthese,parenthes
quoting,quote,quot
allergic,allergic,allerg
palette,palette,palett
showcases,showcases,showcas
benefactor,benefactor,benefactor
heartland,heartland,heartland
nonlinear,nonlinear,nonlinear
bladed,blade,blade
cheerfully,cheerfully,cheer
scans,scan,scan
girlfriends,girlfriend,girlfriend
pedersen,pedersen,pedersen
hiram,hiram,hiram
sous,sous,sou
bobo,bobo,bobo
primaries,primary,primari
smiley,smiley,smiley
unearthed,unearth,unearth
uniformly,uniformly,uniformli
fis,fis,fi
metadata,metadata,metadata
ind,ind,ind
recoil,recoil,recoil
hilbert,hilbert,hilbert
jamestown,jamestown,jamestown
mcmillan,mcmillan,mcmillan
tulane,tulane,tulan
seychelles,seychelle,seychel
antics,antic,antic
coli,coli,coli
fated,fate,fate
stucco,stucco,stucco
bulky,bulky,bulki
accolades,accolade,accolad
arrays,array,array
caledonian,caledonian,caledonian
carnage,carnage,carnag
optimism,optimism,optim
puebla,puebla,puebla
enforcing,enforce,enforc
rotherham,rotherham,rotherham
seo,seo,seo
dunlop,dunlop,dunlop
aeronautics,aeronautic,aeronaut
chimed,chime,chime
incline,incline,inclin
zoning,zone,zone
archduke,archduke,archduk
hellenistic,hellenistic,hellenist
candi,candi,candi
thong,thong,thong
magnate,magnate,magnat
rustic,rustic,rustic
projective,projective,project
slant,slant,slant
danes,dane,dane
hollis,hollis,holli
vocalists,vocalist,vocalist
congenital,congenital,congenit
contend,contend,contend
gesellschaft,gesellschaft,gesellschaft
douglass,douglass,douglass
quieter,quieter,quieter
howled,howl,howl
salim,salim,salim
spontaneously,spontaneously,spontan
townsville,townsville,townsvil
buena,buena,buena
southport,southport,southport
kato,kato,kato
faerie,faerie,faeri
stiffly,stiffly,stiffli
flawless,flawless,flawless
realising,realising,realis
taboo,taboo,taboo
bytes,byte,byte
straightening,straighten,straighten
jena,jena,jena
cartwright,cartwright,cartwright
berber,berber,berber
bertram,bertram,bertram
soloists,soloist,soloist
noses,nose,nose
coping,cope,cope
fission,fission,fission
hardin,hardin,hardin
inca,inca,inca
mobilized,mobilize,mobil
vhf,vhf,vhf
biscuits,biscuit,biscuit
curate,curate,curat
gaunt,gaunt,gaunt
neighbourhoods,neighbourhood,neighbourhood
blanca,blanca,blanca
bypassed,bypass,bypass
sockets,socket,socket
behold,behold,behold
coincidentally,coincidentally,coincident
nara,nara,nara
shave,shave,shave
splinter,splinter,splinter
terrific,terrific,terrif
commonplace,commonplace,commonplac
juris,juris,juri
redwood,redwood,redwood
waistband,waistband,waistband
boxed,box,box
caitlin,caitlin,caitlin
fingerprints,fingerprints,fingerprint
jennie,jennie,jenni
naturalized,naturalize,natur
balfour,balfour,balfour
craters,crater,crater
jody,jody,jodi
bungalow,bungalow,bungalow
hugely,hugely,huge
quilt,quilt,quilt
glitter,glitter,glitter
pigeons,pigeon,pigeon
undertaker,undertaker,undertak
bulging,bulge,bulg
constrained,constrain,constrain
goo,goo,goo
assimilation,assimilation,assimil
reworked,rework,rework
persuasion,persuasion,persuas
felicia,felicia,felicia
explodes,explodes,explod
lyman,lyman,lyman
vulture,vulture,vultur
hog,hog,hog
overlook,overlook,overlook
begs,beg,beg
northwards,northward,northward
ow,ow,ow
spoil,spoil,spoil
fatima,fatima,fatima
favorably,favorably,favor
accumulate,accumulate,accumul
sargent,sargent,sargent
sorority,sorority,soror
corresponded,correspond,correspond
dispersal,dispersal,dispers
kochi,kochi,kochi
toned,tone,tone
internacional,internacional,internacion
newfound,newfound,newfound
booths,booth,booth
peanuts,peanut,peanut
medicare,medicare,medicar
muriel,muriel,muriel
nur,nur,nur
crates,crate,crate
millennia,millennia,millennia
pajamas,pajamas,pajama
worsened,worsen,worsen
jimi,jimi,jimi
vanuatu,vanuatu,vanuatu
yawned,yawned,yawn
carousel,carousel,carousel
hurdle,hurdle,hurdl
rv,rv,rv
airship,airship,airship
ambiguity,ambiguity,ambigu
compulsion,compulsion,compuls
recapture,recapture,recaptur
arthritis,arthritis,arthriti
asserting,assert,assert
ngc,ngc,ngc
sniffing,sniff,snif
dade,dade,dade
discontent,discontent,discont
glendale,glendale,glendal
ported,port,port
defamation,defamation,defam
rammed,ram,ram
fling,fle,fling
livingstone,livingstone,livingston
apocalyptic,apocalyptic,apocalypt
comrade,comrade,comrad
lcd,lcd,lcd
cessna,cessna,cessna
eine,eine,ein
persecuted,persecute,persecut
subsistence,subsistence,subsist
demi,demi,demi
hoop,hoop,hoop
reliefs,relief,relief
coptic,coptic,coptic
progressing,progressing,progress
stemmed,stem,stem
perpetrators,perpetrator,perpetr
priestess,priestess,priestess
dobson,dobson,dobson
ebony,ebony,eboni
rooster,rooster,rooster
itf,itf,itf
tortricidae,tortricidae,tortricida
cleanup,cleanup,cleanup
eighties,eightie,eighti
taxonomic,taxonomic,taxonom
holiness,holiness,holi
antilles,antille,antil
showcasing,showcasing,showcas
stabilized,stabilize,stabil
gia,gia,gia
mascara,mascara,mascara
michelangelo,michelangelo,michelangelo
dawned,dawn,dawn
extinguished,extinguished,extinguish
fitz,fitz,fitz
grotesque,grotesque,grotesqu
barges,barge,barg
neue,neue,neue
throbbed,throb,throb
cipher,cipher,cipher
johnnie,johnnie,johnni
outburst,outburst,outburst
spearheaded,spearhead,spearhead
administrations,administration,administr
heartbreak,heartbreak,heartbreak
pixels,pixel,pixel
pleasantly,pleasantly,pleasantli
lombardy,lombardy,lombardi
plush,plush,plush
bobbie,bobbie,bobbi
reapers,reaper,reaper
tremor,tremor,tremor
xiang,xiang,xiang
minogue,minogue,minogu
substantive,substantive,substant
hitch,hitch,hitch
barak,barak,barak
kwan,kwan,kwan
obscene,obscene,obscen
elegance,elegance,eleg
indus,indus,indu
surfer,surfer,surfer
bribery,bribery,briberi
conserve,conserve,conserv
horatio,horatio,horatio
apes,ape,ape
rebound,rebound,rebound
psychotic,psychotic,psychot
iteration,iteration,iter
botanic,botanic,botan
horribly,horribly,horribl
antiques,antique,antiqu
dispose,dispose,dispos
paxton,paxton,paxton
timeless,timeless,timeless
disregard,disregard,disregard
engraver,engraver,engrav
hounds,hound,hound
looted,loot,loot
uno,uno,uno
facilitates,facilitate,facilit
groans,groan,groan
masjid,masjid,masjid
rutland,rutland,rutland
antibody,antibody,antibodi
disqualification,disqualification,disqualif
decatur,decatur,decatur
footballers,footballer,footbal
quake,quake,quak
slacks,slack,slack
rein,rein,rein
scribe,scribe,scribe
stabilize,stabilize,stabil
commits,commit,commit
exemplary,exemplary,exemplari
tho,tho,tho
pantry,pantry,pantri
traversed,traverse,travers
disrepair,disrepair,disrepair
identifiable,identifiable,identifi
vibrated,vibrated,vibrat
baccalaureate,baccalaureate,baccalaur
csa,csa,csa
interviewing,interview,interview
greaves,greave,greav
wealthiest,wealthy,wealthiest
classed,class,class
jogged,jogged,jog
illuminating,illuminate,illumin
knicks,knick,knick
respecting,respect,respect
scrubbed,scrub,scrub
kruger,kruger,kruger
moods,mood,mood
growls,growl,growl
raider,raider,raider
